edition,name,foil,ck,mkm,seller,available,profit,profitpct
Urza's Legacy,Phyrexian Reclamation,FALSE,1.00,0.40,Kissmaiass,3,1.80,1.50
Urza's Legacy,Crawlspace,FALSE,2.61,2.29,josejoaojaneiro,2,0.64,0.14
Urza's Legacy,Crawlspace,FALSE,2.61,2.10,sesmero,1,0.51,0.24
Worldwake,"Thada Adel, Acquisitor",FALSE,0.64,0.57,sangarnoelia,7,0.49,0.12
Zendikar,Mindbreak Trap,FALSE,5.13,4.68,hannilein,4,1.80,0.10
Zendikar,Mindbreak Trap,FALSE,5.13,4.48,danielito,4,2.60,0.15
Zendikar,Mindbreak Trap,FALSE,5.13,4.45,MagicHumanes,2,1.36,0.15
Zendikar,Mindbreak Trap,FALSE,5.13,4.45,EVOCR,2,1.36,0.15
Zendikar,Mindbreak Trap,FALSE,5.13,4.58,Freediver,2,1.10,0.12
Zendikar,Mindbreak Trap,FALSE,5.13,4.40,hardhead,2,1.46,0.17
Zendikar,Mindbreak Trap,FALSE,5.13,4.40,Tornillu,1,0.73,0.17
Zendikar,Mindbreak Trap,FALSE,5.13,4.40,TOLARIA,1,0.73,0.17
Zendikar,Ondu Cleric,TRUE,1.44,1.11,Mtgspot,3,0.99,0.30
Zendikar,Bloodchief Ascension,TRUE,6.74,5.80,rataflip,3,2.82,0.16
Zendikar,Obsidian Fireheart,TRUE,2.81,2.40,banfiz,1,0.41,0.17
Tempest,Propaganda,FALSE,2.21,1.98,edumoldon,4,0.92,0.12
Tempest,Sapphire Medallion,FALSE,3.61,3.19,akarix,2,0.84,0.13
Urza's Saga,Back to Basics,FALSE,14.04,12.23,DoctorRecio,4,7.24,0.15
Urza's Saga,Oppression,FALSE,1.04,0.93,pendelhaven75,6,0.66,0.12
