eur;name;id;condition;usd;set;isFoil;idLanguage;count
0.06;Hideous Visage;220304;NM;0.12;Magic 2012;True;4;1
0.06;Hieroglyphic Illumination;426759;NM;0.14;Amonkhet;False;4;2
0.06;Hieroglyphic Illumination;426759;NM;0.14;Amonkhet;False;1;2
0.02;Hierophant's Chalice;435398;NM;0.12;Ixalan;False;1;1
2.09;High Market;19890;NM;2.39;Mercadian Masques;False;1;1
0.53;High Priest of Penance;366266;NM;0.43;Gatecrash;False;4;2
0.79;High Tide;1872;NM;0.63;Fallen Empires;False;1;3
0.04;Highborn Ghoul;242503;NM;0.12;Dark Ascension;True;1;1
0.1;Highland Berserker;180467;NM;0.13;Zendikar;True;4;1
0.02;Highland Game;386555;NM;0.12;Khans of Tarkir;True;4;2
0.14;Highland Lake;410045;NM;0.22;Shadows over Innistrad;True;1;1
0.14;Highland Lake;410045;NM;0.22;Shadows over Innistrad;False;1;2
0.02;Highspire Artisan;417730;NM;0.1;Kaladesh;False;4;2
0.05;Highspire Infusion;423778;NM;0.13;Aether Revolt;False;4;3
0.02;Hightide Hermit;417624;NM;0.09;Kaladesh;True;4;1
0.02;Hightide Hermit;417624;NM;0.09;Kaladesh;False;4;6
0.02;Hijack;417691;NM;0.12;Kaladesh;False;4;3
0.03;Hijack;435302;NM;0.12;Ixalan;False;1;4
;Hinder;1000472;NM;;Magic Player Rewards;False;1;2
0.2;Hindering Light;177598;NM;0.39;Shards of Alara;True;1;1
0.01;Hinterland Drake;423701;NM;0.12;Aether Revolt;False;4;6
3.73;Hinterland Harbor;241988;NM;4.66;Innistrad;False;1;1
0.04;Hinterland Hermit;247125;NM;0.12;Dark Ascension;True;1;2
0.08;Hissing Iguanar;174873;NM;0.14;Shards of Alara;True;1;1
1.32;Hive Mind;190556;NM;1.95;Magic 2010;False;4;1
1.32;Hive Mind;190556;NM;1.95;Magic 2010;False;1;3
0.18;Hoard-Smelter Dragon;389548;NM;0.25;Commander 2014;False;4;1
0.14;Hoarding Dragon;205235;NM;0.35;Magic 2011;False;1;1
0.14;Hoarding Dragon;205235;NM;0.35;Magic 2011;False;4;1
0.08;Hobble;26292;NM;0.15;Planeshift;True;1;1
0.21;Hold the Line;79144;NM;0.35;Champions of Kamigawa;False;4;1
0.34;Hollow Specter;8829;NM;0.34;Legions;False;1;1
;Homeward Path;1007033;NM;;Judge Gift Program;True;1;1
0.01;Homicidal Seclusion;240039;NM;0.15;Avacyn Restored;True;1;1
0.03;Honed Khopesh;426932;NM;0.12;Amonkhet;False;1;2
0.03;Honed Khopesh;426932;NM;0.12;Amonkhet;False;4;3
1.56;Honor of the Pure;191058;NM;2.1;Magic 2010;False;4;3
1.59;Honor of the Pure;233237;NM;1.99;Magic 2012;False;4;3
0.14;Honor-Worn Shaku;77143;NM;0.39;Champions of Kamigawa;False;6;1
0.08;Honored Crop-Captain;426902;NM;0.18;Amonkhet;False;1;1
0.02;Hooded Brawler;426875;NM;0.12;Amonkhet;False;4;3
0.02;Hooded Brawler;426875;NM;0.12;Amonkhet;False;1;2
0.02;Hooded Brawler;426875;NM;0.12;Amonkhet;True;1;1
0.83;Hooded Hydra;386557;NM;1.12;Khans of Tarkir;False;4;1
0.11;Hoodwink;20454;NM;0.19;Mercadian Masques;False;1;1
0.11;Hoodwink;20454;NM;0.19;Mercadian Masques;False;4;1
0.21;Hoofprints of the Stag;143730;NM;0.34;Lorwyn;False;1;1
0.21;Hoofprints of the Stag;143730;NM;0.34;Lorwyn;False;4;2
0.1;Hooting Mandrills;386558;NM;0.12;Khans of Tarkir;False;1;2
0.1;Hooting Mandrills;386558;NM;0.12;Khans of Tarkir;False;4;5
0.1;Hooting Mandrills;386558;NM;0.12;Khans of Tarkir;True;1;1
0.08;Hope and Glory;12942;NM;0.2;Urza's Legacy;False;1;1
0.37;Hope of Ghirapur;423821;NM;0.39;Aether Revolt;False;1;1
0.37;Hope of Ghirapur;423821;NM;0.39;Aether Revolt;False;4;2
0.08;Hopeful Eidolon;373616;NM;0.13;Theros;False;1;10
0.08;Hopeful Eidolon;373616;NM;0.13;Theros;False;4;9
0.22;Horde of Notions;140219;NM;0.35;Lorwyn;False;1;1
0.22;Horde of Notions;140219;NM;0.35;Lorwyn;False;4;2
0.18;Hordeling Outburst;386560;NM;0.25;Khans of Tarkir;False;4;3
0.07;Horizon Chimera;373738;NM;0.17;Theros;False;4;6
0.07;Horizon Chimera;373738;NM;0.17;Theros;False;1;5
0.04;Horizon Scholar;373628;NM;0.15;Theros;False;4;5
0.04;Horizon Scholar;373628;NM;0.15;Theros;False;1;7
0.04;Horizon Scholar;373628;NM;0.15;Theros;True;4;1
0.32;Horn of Ramos;19763;NM;0.25;Mercadian Masques;False;4;2
0.02;Horncaller's Chant;253536;NM;0.12;Return to Ravnica;False;1;17
0.02;Horncaller's Chant;253536;NM;0.12;Return to Ravnica;False;4;3
0.02;Horncaller's Chant;253536;NM;0.12;Return to Ravnica;True;4;1
0.02;Horncaller's Chant;253536;NM;0.12;Return to Ravnica;True;1;1
1.67;Horned Sliver;4768;NM;2.07;Tempest;False;4;1
0.23;Horobi, Death's Wail;78854;NM;0.63;Champions of Kamigawa;False;1;1
0.09;Horror of the Broken Lands;426797;NM;0.12;Amonkhet;False;4;3
0.19;Hostility;140164;NM;0.35;Lorwyn;False;4;2
0.31;Hound of Griselbrand;240146;NM;0.31;Avacyn Restored;False;1;4
0.42;Hour of Revelation;430704;NM;0.59;Hour of Devastation;True;1;2
0.42;Hour of Revelation;430704;NM;0.59;Hour of Devastation;False;1;4
0.1;Hover Barrier;253541;NM;0.15;Return to Ravnica;False;1;3
0.1;Hover Barrier;253541;NM;0.15;Return to Ravnica;False;4;2
0.09;Howl from Beyond;2456;NM;0.14;Ice Age;False;1;1
1.27;Howling Mine;247316;NM;2.49;Commander;False;1;1
1.03;Howling Mine;2048;NM;2.56;Fourth Edition;False;4;1
0.9;Howling Mine;191315;NM;2.45;Magic 2010;False;4;1
0.9;Howling Mine;191315;NM;2.45;Magic 2010;False;1;2
0.31;Howltooth Hollow;139513;NM;0.43;Lorwyn;False;1;1
0.32;Hull Breach;25872;NM;0.22;Planeshift;False;4;4
0.32;Hull Breach;25872;NM;0.22;Planeshift;True;1;1
0.06;Humble;413556;NM;0.15;Eternal Masters;True;1;1
0.11;Humble;5702;NM;0.21;Urza's Saga;False;4;1
0.11;Humble;5702;NM;0.21;Urza's Saga;False;1;1
0.12;Humble Defector;391856;NM;0.18;Fate Reforged;True;4;1
12.36;Humility;4881;NM;17.22;Tempest;False;1;1
0.11;Hundred-Handed One;373708;NM;0.25;Theros;False;1;1
0.1;Hunger of the Howlpack;243257;NM;0.13;Dark Ascension;True;1;1
0.03;Hungry Spriggan;425954;NM;0.13;Modern Masters 2017 Edition;True;1;1
0.03;Hungry Spriggan;153997;NM;0.13;Shadowmoor;True;1;1
0.03;Hunt the Hunter;373668;NM;0.18;Theros;True;1;1
0.03;Hunt the Hunter;373668;NM;0.18;Theros;False;4;5
0.03;Hunt the Hunter;373668;NM;0.18;Theros;False;1;6
0.03;Hunt the Weak;370743;NM;0.12;Magic 2014 Core Set;True;1;1
0.03;Hunt the Weak;417731;NM;0.1;Kaladesh;False;4;2
1.91;Hunted Horror;89005;NM;2.99;Ravnica: City of Guilds;False;4;1
0.08;Hunter of Eyeblights;139723;NM;0.2;Lorwyn;True;4;1
0.14;Hunter's Prowess;378496;NM;0.25;Born of the Gods;False;1;1
1.63;Hunting Grounds;35167;NM;2.54;Judgment;False;4;1
0.08;Hunting Moa;15219;NM;0.2;Urza's Destiny;False;1;1
2.99;Hurkyl's Recall;2160;NM;3.01;Fourth Edition;False;1;1
0.02;Hurly-Burly;143381;NM;0.13;Lorwyn;True;1;1
0.02;Hussar Patrol;253520;NM;0.12;Return to Ravnica;True;4;1
0.02;Hussar Patrol;253520;NM;0.12;Return to Ravnica;False;4;1
0.02;Hussar Patrol;253520;NM;0.12;Return to Ravnica;False;1;12
0.45;Hydra Broodmaster;380438;NM;0.49;Journey into Nyx;False;4;1
1.76;Hydra Omnivore;228247;NM;2.99;Commander;False;1;1
0.67;Hydroblast;2508;NM;0.39;Ice Age;False;1;4
0.7;Hydroblast;3915;NM;0.53;Fifth Edition;False;6;2
0.03;Hydroform;366423;NM;0.12;Gatecrash;True;1;1
0.02;Hyena Pack;426841;NM;0.12;Amonkhet;False;4;1
0.63;Hyena Umbra;198294;NM;0.7;Rise of the Eldrazi;True;1;1
0.63;Hyena Umbra;198294;NM;0.7;Rise of the Eldrazi;False;4;1
0.13;Hymn of Rebirth;2731;NM;0.24;Ice Age;False;1;1
0.94;Hymn to Tourach;413634;NM;0.79;Eternal Masters;True;1;1
1.06;Hymn to Tourach;1850;NM;0.29;Fallen Empires;False;1;4
0.77;Hypergenesis;113533;NM;1.79;Time Spiral;False;4;4
0.77;Hypergenesis;113533;NM;1.79;Time Spiral;False;3;4
0.25;Hypersonic Dragon;253655;NM;0.35;Return to Ravnica;False;1;1
0.72;Hypnotic Specter;2109;NM;0.69;Fourth Edition;False;4;4
1.42;Hypnotic Specter;83354;NM;1.51;Ninth Edition;False;4;2
1.11;Hypnotic Specter;190566;NM;1.5;Magic 2010;True;1;1
1.11;Hypnotic Specter;190566;NM;1.5;Magic 2010;False;4;2
1.11;Hypnotic Specter;190566;NM;1.5;Magic 2010;False;1;2
0.01;Hypochondria;29705;NM;0.2;Torment;True;4;1
0.38;Hythonia the Cruel;373673;NM;0.49;Theros;False;1;1
;Icatian Javelineers;1000174;NM;;WPN/Gateway;True;1;1
;Icatian Javelineers;107283;NM;0.2;"Time Spiral ""Timeshifted""";True;1;1
0.21;Ice Cave;26451;NM;0.28;Apocalypse;False;4;2
0.03;Ice Over;423702;NM;0.12;Aether Revolt;False;4;3
0.32;Ichor Rats;194177;NM;0.35;Scars of Mirrodin;False;1;1
0.22;Ichor Wellspring;389551;NM;0.21;Commander 2014;False;4;1
0.22;Ichor Wellspring;213737;NM;0.17;Mirrodin Besieged;False;4;3
0.22;Ichor Wellspring;213737;NM;0.17;Mirrodin Besieged;False;1;6
0.22;Ichor Wellspring;213737;NM;0.17;Mirrodin Besieged;True;1;2
0.62;Ichorclaw Myr;194256;NM;0.93;Scars of Mirrodin;False;1;1
0.62;Ichorclaw Myr;194256;NM;0.93;Scars of Mirrodin;False;4;3
1.07;Ichorid;35923;NM;0.79;Torment;False;4;1
1.07;Ichorid;35923;NM;0.79;Torment;False;1;3
0.12;Icy Blast;386563;NM;0.25;Khans of Tarkir;False;4;2
0.15;Icy Manipulator;2408;NM;0.25;Ice Age;False;1;2
0.1;Identity Thief;414359;NM;0.25;Eldritch Moon;True;1;1
9.79;Idyllic Tutor;152938;NM;18.45;Morningtide;False;4;1
0.17;Ifnir Deadlands;430868;NM;0.49;Hour of Devastation;False;4;1
0.04;Ignite Disorder;183056;NM;0.17;Conflux;True;1;1
1.33;Ikra Shidiqi, the Usurper;420649;NM;1.9;Commander 2016;True;1;1
0.63;Ill-Gotten Gains;5570;NM;0.39;Urza's Saga;False;1;1
0.01;Ill-Tempered Cyclops;373545;NM;0.12;Theros;False;1;18
0.01;Ill-Tempered Cyclops;373545;NM;0.12;Theros;True;1;1
0.01;Ill-Tempered Cyclops;373545;NM;0.12;Theros;False;4;8
0.22;Illness in the Ranks;366354;NM;0.2;Gatecrash;False;1;1
0.22;Illness in the Ranks;366354;NM;0.2;Gatecrash;False;4;4
0.03;Illusionary Armor;370701;NM;0.16;Magic 2014 Core Set;True;4;1
1.54;Illusionist's Bracers;366426;NM;2.04;Gatecrash;False;4;1
1.54;Illusionist's Bracers;366426;NM;2.04;Gatecrash;False;1;2
1.54;Illusionist's Bracers;366426;NM;2.04;Gatecrash;True;1;1
0.29;Illusionist's Gambit;376369;NM;0.25;Commander 2013;False;4;1
0.04;Illusionist's Stratagem;423703;NM;0.19;Aether Revolt;False;4;1
0.2;Illusory Angel;383274;NM;0.22;Magic 2015 Core Set;True;4;1
0.02;Illusory Wrappings;426760;NM;0.11;Amonkhet;False;1;3
0.02;Illusory Wrappings;426760;NM;0.11;Amonkhet;False;4;2
0.23;Imaginary Pet;84612;NM;0.34;Ninth Edition;False;4;1
0.05;Imaginary Threats;430726;NM;0.18;Hour of Devastation;False;4;1
0.05;Imaginary Threats;430726;NM;0.18;Hour of Devastation;False;1;1
1.15;Immaculate Magistrate;139721;NM;1.49;Lorwyn;False;4;3
1.15;Immaculate Magistrate;139721;NM;1.49;Lorwyn;False;1;3
1.27;Immerwolf;262700;NM;0.69;Dark Ascension;False;1;1
0.21;Immortal Coil;175125;NM;0.35;Shards of Alara;False;1;1
0.21;Immortal Coil;175125;NM;0.35;Shards of Alara;False;4;1
0.56;Immortal Servitude;366247;NM;0.44;Gatecrash;False;4;1
0.18;Impact Resonance;389553;NM;0.25;Commander 2014;False;4;1
0.13;Impact Tremors;394600;NM;0.25;Dragons of Tarkir;False;4;1
0.2;Impatience;15217;NM;0.29;Urza's Destiny;False;1;1
0.02;Impeccable Timing;417592;NM;0.12;Kaladesh;False;4;3
0.02;Impeccable Timing;426720;NM;0.12;Amonkhet;False;4;4
0.25;Imperial Hellkite;44623;NM;0.39;Legions;False;4;1
;Imperial Recruiter;1000614;NM;;Judge Gift Program;True;1;1
0.08;Imperiosaur;370561;NM;0.17;Modern Masters;True;1;1
1.05;Imperious Perfect;158123;NM;1.77;Duel Decks: Elves vs. Goblins;False;1;1
1.11;Imperious Perfect;139683;NM;1.51;Lorwyn;False;1;3
1.11;Imperious Perfect;139683;NM;1.51;Lorwyn;True;1;1
1.11;Imperious Perfect;139683;NM;1.51;Lorwyn;False;4;3
0.05;Implement of Combustion;423822;NM;0.12;Aether Revolt;False;4;3
0.05;Implement of Combustion;423822;NM;0.12;Aether Revolt;False;1;1
0.06;Implement of Examination;423823;NM;0.12;Aether Revolt;False;4;3
0.04;Implement of Ferocity;423824;NM;0.12;Aether Revolt;False;1;1
0.04;Implement of Ferocity;423824;NM;0.12;Aether Revolt;False;4;1
0.04;Implement of Improvement;423825;NM;0.12;Aether Revolt;False;4;2
0.04;Implement of Malice;423826;NM;0.12;Aether Revolt;False;4;2
0.39;Imposing Sovereign;370770;NM;0.35;Magic 2014 Core Set;False;4;1
0.41;Impulse;3641;NM;0.44;Visions;False;4;4
0.02;In Oketra's Name;426721;NM;0.12;Amonkhet;True;1;1
0.02;In Oketra's Name;426721;NM;0.12;Amonkhet;False;4;2
0.02;In Oketra's Name;426721;NM;0.12;Amonkhet;False;1;2
0.02;Inaction Injunction;265376;NM;0.12;Return to Ravnica;True;4;1
0.02;Inaction Injunction;265376;NM;0.12;Return to Ravnica;False;1;14
0.23;Iname, Death Aspect;80278;NM;0.35;Champions of Kamigawa;False;1;1
0.73;Incandescent Soulstoke;139730;NM;0.69;Lorwyn;False;6;4
0.73;Incandescent Soulstoke;139730;NM;0.69;Lorwyn;False;4;1
0.08;Incendiary;15211;NM;0.21;Urza's Destiny;True;1;1
0.3;Incendiary Command;376370;NM;0.4;Commander 2013;False;4;1
0.46;Incendiary Command;141830;NM;0.45;Lorwyn;False;1;1
0.46;Incendiary Command;141830;NM;0.45;Lorwyn;False;4;1
0.28;Incendiary Flow;414432;NM;0.25;Eldritch Moon;False;4;1
0.03;Incendiary Sabotage;417692;NM;0.18;Kaladesh;False;1;1
0.03;Incendiary Sabotage;417692;NM;0.18;Kaladesh;False;4;1
;Incinerate;1000487;NM;;Magic Player Rewards;False;1;1
;Incinerate;1000990;NM;;Deckmasters;True;1;1
0.19;Incinerate;185818;NM;0.39;Duel Decks: Jace vs. Chandra;False;1;2
0.14;Incinerate;3455;NM;0.19;Mirage;False;4;2
0.14;Incinerate;3455;NM;0.19;Mirage;False;1;1
0.14;Incinerate;4063;NM;0.22;Fifth Edition;False;4;1
0.13;Incinerate;134751;NM;0.2;Tenth Edition;False;4;6
0.17;Incinerate;234075;NM;0.15;Magic 2012;False;4;1
0.17;Incinerate;234075;NM;0.15;Magic 2012;False;1;2
0.01;Incite;205045;NM;0.12;Magic 2011;True;1;1
0.17;Incite Rebellion;389555;NM;0.25;Commander 2014;False;4;1
0.82;Increasing Ambition;262833;NM;1.4;Dark Ascension;False;1;1
0.82;Increasing Ambition;262833;NM;1.4;Dark Ascension;False;4;1
0.53;Increasing Savagery;262834;NM;0.49;Dark Ascension;False;4;3
1.08;Increasing Vengeance;262661;NM;1.27;Dark Ascension;True;1;1
1.08;Increasing Vengeance;262661;NM;1.27;Dark Ascension;False;1;2
0.32;Indestructibility;190568;NM;0.66;Magic 2010;False;1;4
0.38;Indestructibility;370673;NM;0.61;Magic 2014 Core Set;False;4;1
0.96;Indomitable Archangel;212248;NM;0.9;Scars of Mirrodin;False;1;4
0.02;Induce Despair;193520;NM;0.13;Rise of the Eldrazi;True;4;1
;Indulgent Tormentor;1001726;NM;;Prerelease Events;True;4;2
0.83;Inexorable Tide;194363;NM;1.49;Scars of Mirrodin;False;4;1
0.46;Infernal Contract;14604;NM;0.39;Classic Sixth Edition;False;1;1
0.75;Infernal Tribute;4461;NM;1.49;Weatherlight;False;1;1
13.11;Infernal Tutor;107308;NM;20.02;Dissension;False;1;7
0.02;Inferno Fist;383277;NM;0.12;Magic 2015 Core Set;True;1;1
1.16;Inferno Titan;205042;NM;1.27;Magic 2011;False;1;2
1.4;Inferno Titan;235192;NM;1.13;Magic 2012;False;4;1
;Infest;1000504;NM;;Magic Player Rewards;False;1;1
0.22;Infinite Reflection;271117;NM;0.35;Avacyn Restored;False;1;3
0.2;Information Dealer;39437;NM;0.16;Onslaught;True;4;1
0.31;Ingot Chewer;139686;NM;0.25;Lorwyn;True;1;1
0.31;Ingot Chewer;139686;NM;0.25;Lorwyn;False;1;2
0.31;Ingot Chewer;139686;NM;0.25;Lorwyn;False;4;4
0.05;Initiate's Companion;426876;NM;0.13;Amonkhet;False;4;6
0.05;Initiate's Companion;426876;NM;0.13;Amonkhet;False;1;3
13.13;Inkmoth Nexus;213731;NM;15.98;Mirrodin Besieged;False;4;1
0.55;Inkwell Leviathan;270447;NM;0.79;Premium Deck Series: Graveborn;True;1;1
0.83;Inkwell Leviathan;154081;NM;0.77;Conflux;False;1;2
0.83;Inkwell Leviathan;154081;NM;0.77;Conflux;False;4;3
0.08;Inner-Flame Acolyte;146599;NM;0.13;Lorwyn;True;1;1
0.08;Inner-Flame Acolyte;146599;NM;0.13;Lorwyn;True;4;1
0.3;Innocent Blood;29818;NM;0.25;Odyssey;False;4;4
0.3;Innocent Blood;29818;NM;0.25;Odyssey;False;1;2
0.3;Innocent Blood;29818;NM;0.25;Odyssey;True;1;2
4.29;Inquisition of Kozilek;193428;NM;4.17;Rise of the Eldrazi;False;1;4
0.02;Insatiable Harpy;373670;NM;0.15;Theros;False;1;5
0.02;Insatiable Harpy;373670;NM;0.15;Theros;False;4;4
0.9;Insidious Dreams;29825;NM;1.99;Torment;True;1;1
0.14;Insolent Neonate;409922;NM;0.19;Shadows over Innistrad;False;4;2
0.14;Insolent Neonate;409922;NM;0.19;Shadows over Innistrad;True;1;1
0.03;Inspiration;265380;NM;0.13;Return to Ravnica;False;4;3
0.03;Inspiration;265380;NM;0.13;Return to Ravnica;False;1;10
0.03;Inspired Charge;417593;NM;0.11;Kaladesh;False;4;6
0.03;Inspiring Cleric;435167;NM;0.17;Ixalan;False;1;1
3.22;Inspiring Vantage;417819;NM;3.38;Kaladesh;False;4;1
0.63;Instigator Gang;227415;NM;0.67;Innistrad;False;1;1
2.8;Insurrection;247347;NM;5.81;Commander;False;1;1
0.17;Intangible Virtue;382291;NM;0.23;Conspiracy;False;1;1
0.16;Intangible Virtue;425834;NM;0.22;Modern Masters 2017 Edition;False;1;1
0.27;Intangible Virtue;243217;NM;0.2;Innistrad;False;4;4
0.27;Intangible Virtue;243217;NM;0.2;Innistrad;False;1;1
0.08;Intervene;12378;NM;0.14;Urza's Legacy;True;1;1
0.13;Into the North;121199;NM;0.17;Coldsnap;False;1;1
0.1;Into the Roil;178151;NM;0.15;Zendikar;True;1;1
0.36;Into the Wilds;370579;NM;0.35;Magic 2014 Core Set;False;4;2
0.97;Intrepid Hero;5678;NM;0.85;Urza's Saga;False;1;1
0.6;Intrepid Hero;280320;NM;0.75;Magic 2013;False;1;1
;Intuition;1000551;NM;;Judge Gift Program;True;1;1
19.38;Intuition;4707;NM;30.3;Tempest;False;1;2
19.38;Intuition;4707;NM;30.3;Tempest;False;4;1
0.36;Invasion Plans;5175;NM;0.39;Stronghold;False;1;1
0.21;Invasive Surgery;409811;NM;0.2;Shadows over Innistrad;False;4;2
0.09;Inventor's Apprentice;417693;NM;0.21;Kaladesh;False;4;1
0.06;Inventor's Goggles;417791;NM;0.12;Kaladesh;False;1;1
0.06;Inventor's Goggles;417791;NM;0.12;Kaladesh;False;4;2
0.72;Inventors' Fair;417820;NM;0.88;Kaladesh;False;4;1
0.72;Inventors' Fair;417820;NM;0.88;Kaladesh;False;1;1
0.72;Inventors' Fair;417820;NM;0.88;Kaladesh;True;1;1
0.41;Invigorate;413716;NM;0.25;Eternal Masters;False;1;1
0.48;Invigorate;19640;NM;0.25;Mercadian Masques;False;4;4
0.14;Invigorated Rampage;423753;NM;0.22;Aether Revolt;False;4;2
0.04;Invigorating Falls;29907;NM;0.14;Torment;True;6;1
0.18;Invincible Hymn;175039;NM;0.34;Shards of Alara;False;1;1
0.67;Invisible Stalker;220041;NM;0.55;Innistrad;False;4;1
0.67;Invisible Stalker;220041;NM;0.55;Innistrad;False;1;4
0.42;Invoke the Firemind;83630;NM;0.45;Guildpact;False;1;1
0.42;Invoke the Firemind;83630;NM;0.45;Guildpact;False;9;1
6.21;Iona, Shield of Emeria;190407;NM;8.29;Zendikar;False;4;1
0.12;Ipnu Rivulet;430869;NM;0.25;Hour of Devastation;False;4;1
0.86;Iridescent Angel;31799;NM;0.94;Odyssey;False;4;2
2.74;Iroas, God of Victory;420822;NM;4.09;Commander 2016;False;1;1
0.02;Ironclad Revolutionary;423732;NM;0.18;Aether Revolt;False;4;1
0.03;Irontread Crusher;423828;NM;0.12;Aether Revolt;False;4;2
2.96;Irrigated Farmland;426947;NM;3.56;Amonkhet;True;1;2
1.0;Ishai, Ojutai Dragonspeaker;420650;NM;1.86;Commander 2016;True;1;2
1.1;Ishkanah, Grafwidow;414463;NM;0.79;Eldritch Moon;False;1;1
;Island;1000250;NM;;Arena League;True;1;1
;Island;1000626;NM;;European Land Program;True;1;4
1.8;Isochron Scepter;46741;NM;3.29;Mirrodin;False;4;3
3.33;Isolated Chapel;241979;NM;4.2;Innistrad;False;1;1
0.07;Isolation Zone;407532;NM;0.12;Oath of the Gatewatch;True;1;1
0.22;Isperia the Inscrutable;107448;NM;0.35;Dissension;True;1;1
0.02;Isperia's Skywatch;270958;NM;0.12;Return to Ravnica;True;1;1
0.02;Isperia's Skywatch;270958;NM;0.12;Return to Ravnica;False;1;11
0.02;Isperia's Skywatch;270958;NM;0.12;Return to Ravnica;False;4;4
0.58;Isperia, Supreme Judge;290531;NM;0.63;Return to Ravnica;False;1;1
0.24;Ith, High Arcanist;114903;NM;0.35;Time Spiral;False;1;1
0.2;Ivory Gargoyle;3196;NM;0.31;Alliances;False;1;1
11.01;Ivory Tower;1009;NM;4.91;Antiquities;False;1;1
0.78;Ivory Tower;2051;NM;1.15;Fourth Edition;False;4;1
0.17;Ivorytusk Fortress;386569;NM;0.25;Khans of Tarkir;False;1;1
0.21;Ivy Elemental;29871;NM;0.33;Odyssey;False;4;1
0.21;Ivy Elemental;29871;NM;0.33;Odyssey;True;1;1
0.14;Ixalan's Binding;435168;NM;0.36;Ixalan;False;1;2
0.02;Ixalli's Diviner;435348;NM;0.12;Ixalan;False;1;2
0.01;Ixalli's Keeper;435349;NM;0.12;Ixalan;True;1;1
0.01;Ixalli's Keeper;435349;NM;0.12;Ixalan;False;1;3
0.33;Ixidron;124313;NM;0.61;Time Spiral;False;1;1
0.16;Izzet Boilerworks;247279;NM;0.28;Commander;False;1;1
0.16;Izzet Boilerworks;376377;NM;0.24;Commander 2013;False;4;1
0.14;Izzet Boilerworks;397707;NM;0.25;Modern Masters 2015 Edition;False;1;1
0.19;Izzet Boilerworks;97220;NM;0.22;Guildpact;False;9;1
0.19;Izzet Boilerworks;97220;NM;0.22;Guildpact;False;4;1
0.19;Izzet Boilerworks;97220;NM;0.22;Guildpact;False;1;3
0.19;Izzet Boilerworks;97220;NM;0.22;Guildpact;True;1;1
;Izzet Charm;1000451;NM;;Friday Night Magic;True;4;1
0.29;Izzet Charm;425996;NM;0.24;Modern Masters 2017 Edition;False;1;2
0.34;Izzet Charm;253528;NM;0.25;Return to Ravnica;False;1;4
0.05;Izzet Chronarch;97202;NM;0.13;Guildpact;True;1;1
0.05;Izzet Chronarch;97202;NM;0.13;Guildpact;True;4;1
0.14;Izzet Guildgate;376378;NM;0.15;Commander 2013;False;4;1
0.06;Izzet Guildgate;426062;NM;0.14;Modern Masters 2017 Edition;True;1;3
0.14;Izzet Guildgate;270961;NM;0.13;Return to Ravnica;False;1;19
0.14;Izzet Guildgate;270961;NM;0.13;Return to Ravnica;False;4;2
0.08;Izzet Keyrune;253514;NM;0.16;Return to Ravnica;False;4;2
0.08;Izzet Keyrune;253514;NM;0.16;Return to Ravnica;False;1;5
0.23;Izzet Signet;426048;NM;0.3;Modern Masters 2017 Edition;False;1;3
0.17;Izzet Signet;96867;NM;0.27;Guildpact;False;9;1
0.17;Izzet Signet;96867;NM;0.27;Guildpact;True;1;1
0.23;Izzet Staticaster;253638;NM;0.18;Return to Ravnica;False;4;3
0.23;Izzet Staticaster;253638;NM;0.18;Return to Ravnica;False;1;7
3.47;Jace Beleren;140222;NM;7.2;Lorwyn;False;4;3
3.47;Jace Beleren;140222;NM;7.2;Lorwyn;False;1;2
0.33;Jace's Archivist;376379;NM;0.55;Commander 2013;False;4;1
0.4;Jace's Archivist;220244;NM;0.61;Magic 2012;False;1;1
0.4;Jace's Archivist;220244;NM;0.61;Magic 2012;False;4;2
0.25;Jace's Mindseeker;370638;NM;0.28;Magic 2014 Core Set;False;4;1
0.8;Jace's Phantasm;249672;NM;0.69;Magic 2013;False;1;1
47.61;Jace, the Mind Sculptor;195297;NM;63.18;Worldwake;False;1;3
18.84;Jace, Vryn's Prodigy;398434;NM;19.54;Magic Origins;False;1;2
0.22;Jackal Pup;4825;NM;0.22;Tempest;False;4;1
0.03;Jade Guardian;435350;NM;0.12;Ixalan;False;1;2
0.03;Jagged Lightning;5658;NM;0.2;Urza's Saga;False;1;1
0.69;Jagged-Scar Archers;139726;NM;0.79;Lorwyn;False;1;4
0.69;Jagged-Scar Archers;139726;NM;0.79;Lorwyn;False;4;3
0.23;Jalira, Master Polymorphist;383287;NM;0.25;Magic 2015 Core Set;False;4;2
0.15;Jalum Tome;389566;NM;0.25;Commander 2014;False;4;1
0.03;Janjeet Sentry;417626;NM;0.18;Kaladesh;False;4;1
0.41;Jarad's Orders;253633;NM;0.34;Return to Ravnica;False;1;2
0.71;Jarad, Golgari Lich Lord;290534;NM;0.75;Return to Ravnica;False;1;1
0.71;Jarad, Golgari Lich Lord;290534;NM;0.75;Return to Ravnica;False;4;1
0.69;Jareth, Leonine Titan;39861;NM;0.79;Onslaught;False;4;1
0.4;Jaya Ballard, Task Mage;109752;NM;0.7;Time Spiral;False;1;1
2.02;Jenara, Asura of War;180605;NM;2.49;Alara Reborn;False;1;1
2.02;Jenara, Asura of War;180605;NM;2.49;Alara Reborn;False;4;2
0.35;Jeskai Ascendancy;386571;NM;0.35;Khans of Tarkir;True;4;1
0.35;Jeskai Ascendancy;386571;NM;0.35;Khans of Tarkir;False;4;2
0.07;Jeskai Infiltrator;391862;NM;0.25;Fate Reforged;False;4;1
